,,,,,US,3/24/2020 00:00,,,,,,
,,Illinois,East North Central,Midwest,US,3/24/2020 00:00,,,,,,
Chicago,Cook,Illinois,East North Central,Midwest,US,3/24/2020 00:00,,,,,,
Naperville,DuPage,Illinois,East North Central,Midwest,US,3/24/2020 00:00,,,,,,
Waukegan,Lake,Illinois,East North Central,Midwest,US,3/24/2020 00:00,,,,,,
,,Indiana,East North Central,Midwest,US,3/24/2020 00:00,,,,,,
Indianapolis,Marion,Indiana,East North Central,Midwest,US,3/24/2020 00:00,,,,,,
,,Michigan,East North Central,Midwest,US,3/24/2020 00:00,,,,,,
,Detroit City,Michigan,East North Central,Midwest,US,3/24/2020 00:00,,,,,,
Troy,Oakland,Michigan,East North Central,Midwest,US,3/24/2020 00:00,,,,,,
,Wayne,Michigan,East North Central,Midwest,US,3/24/2020 00:00,,,,,,
Ann Arbor,Washtenaw,Michigan,East North Central,Midwest,US,3/24/2020 00:00,,,,,,
Grand Rapids,Kent,Michigan,East North Central,Midwest,US,3/24/2020 00:00,,,,,,
,,Ohio,East North Central,Midwest,US,3/24/2020 00:00,,,,,,
Cleveland,Cuyahoga,Ohio,East North Central,Midwest,US,3/24/2020 00:00,,,,,,
Columbus,Franklin,Ohio,East North Central,Midwest,US,3/24/2020 00:00,,,,,,
,,Wisconsin,East North Central,Midwest,US,3/24/2020 00:00,,,,,,
Madison,Dane,Wisconsin,East North Central,Midwest,US,3/24/2020 00:00,,,,,,
Milwaukee,Milwaukee,Wisconsin,East North Central,Midwest,US,3/24/2020 00:00,,,,,,
Waukesha,Waukesha,Wisconsin,East North Central,Midwest,US,3/24/2020 00:00,,,,,,
,,Iowa,West North Central,Midwest,US,3/24/2020 00:00,,,,,,
Iowa City,Johnson,Iowa,West North Central,Midwest,US,3/24/2020 00:00,,,,,,
,,Kansas,West North Central,Midwest,US,3/24/2020 00:00,,,,,,
Overland Park,Johnson,Kansas,West North Central,Midwest,US,3/24/2020 00:00,,,,,,
,,Minnesota,West North Central,Midwest,US,3/24/2020 00:00,,,,,,
Minneapolis,Hennepin,Minnesota,West North Central,Midwest,US,3/24/2020 00:00,,,,,,
,,Missouri,West North Central,Midwest,US,3/24/2020 00:00,,,,,,
Kansas City,Kansas City,Missouri,West North Central,Midwest,US,3/24/2020 00:00,,,,,,
Omaha,,Nebraska,West North Central,Midwest,US,3/24/2020 00:00,,,,,,
Fargo,,North Dakota,West North Central,Midwest,US,3/24/2020 00:00,,,,,,
Sioux Falls,,South Dakota,West North Central,Midwest,US,3/24/2020 00:00,,,,,,
,,Connecticut,New England,Northeast,US,3/24/2020 00:00,,,,,,
Bridgeport,Fairfield,Connecticut,New England,Northeast,US,3/24/2020 00:00,,,,,,
Hartford,Hartford,Connecticut,New England,Northeast,US,3/24/2020 00:00,,,,,,
New Haven,New Haven,Connecticut,New England,Northeast,US,3/24/2020 00:00,,,,,,
,,Maine,New England,Northeast,US,3/24/2020 00:00,,,,,,
Portland,Cumberland,Maine,New England,Northeast,US,3/24/2020 00:00,,,,,,
Lewiston,Androscoggin,Maine,New England,Northeast,US,3/24/2020 00:00,,,,,,
,,Massachusetts,New England,Northeast,US,3/24/2020 00:00,,,,,,
Lowell,Middlesex,Massachusetts,New England,Northeast,US,3/24/2020 00:00,,,,,,
Boston,Suffolk,Massachusetts,New England,Northeast,US,3/24/2020 00:00,,,,,,
Quincy,Norfolk,Massachusetts,New England,Northeast,US,3/24/2020 00:00,,,,,,
Lynn,Essex,Massachusetts,New England,Northeast,US,3/24/2020 00:00,,,,,,
,Unknown,Massachusetts,New England,Northeast,US,3/24/2020 00:00,,,,,,
Worcester,Worcester,Massachusetts,New England,Northeast,US,3/24/2020 00:00,,,,,,
Pittsfield,Berkshire,Massachusetts,New England,Northeast,US,3/24/2020 00:00,,,,,,
Brockton,Plymouth,Massachusetts,New England,Northeast,US,3/24/2020 00:00,,,,,,
,,New Hampshire,New England,Northeast,US,3/24/2020 00:00,,,,,,
Derry,Rockingham,New Hampshire,New England,Northeast,US,3/24/2020 00:00,,,,,,
Providence,,Rhode Island,New England,Northeast,US,3/24/2020 00:00,,,,,,
Burlington,,Vermont,New England,Northeast,US,3/24/2020 00:00,,,,,,
,,New Jersey,Mid-Atlantic,Northeast,US,3/24/2020 00:00,,,,,40.69249722,-74.16866056
Hackensack,Bergen,New Jersey,Mid-Atlantic,Northeast,US,3/24/2020 00:00,,,,,,
Lowell,Middlesex,New Jersey,Mid-Atlantic,Northeast,US,3/24/2020 00:00,,,,,,
Newark,Essex,New Jersey,Mid-Atlantic,Northeast,US,3/24/2020 00:00,,,,,,
Jersey City,Hudson,New Jersey,Mid-Atlantic,Northeast,US,3/24/2020 00:00,,,,,,
Middletown,Monmouth,New Jersey,Mid-Atlantic,Northeast,US,3/24/2020 00:00,,,,,,
Elizabeth,Union,New Jersey,Mid-Atlantic,Northeast,US,3/24/2020 00:00,,,,,,
Paterson,Passiac,New Jersey,Mid-Atlantic,Northeast,US,3/24/2020 00:00,,,,,,
Parsippany-Troy Hills,Morris,New Jersey,Mid-Atlantic,Northeast,US,3/24/2020 00:00,,,,,,
,Ocean,New Jersey,Mid-Atlantic,Northeast,US,3/24/2020 00:00,,,,,,
,Somerset,New Jersey,Mid-Atlantic,Northeast,US,3/24/2020 00:00,,,,,,
,Mercer,New Jersey,Mid-Atlantic,Northeast,US,3/24/2020 00:00,,,,,,
,Burlington,New Jersey,Mid-Atlantic,Northeast,US,3/24/2020 00:00,,,,,,
,,New York,Mid-Atlantic,Northeast,US,3/24/2020 00:00,,,,,40.63975111,-73.77892556
,New York City,New York,Mid-Atlantic,Northeast,US,3/24/2020 00:00,,,,,,
,Westchester,New York,Mid-Atlantic,Northeast,US,3/24/2020 00:00,,,,,,
,Nassau,New York,Mid-Atlantic,Northeast,US,3/24/2020 00:00,,,,,,
,Suffolk,New York,Mid-Atlantic,Northeast,US,3/24/2020 00:00,,,,,,
,Rockland,New York,Mid-Atlantic,Northeast,US,3/24/2020 00:00,,,,,,
,Orange,New York,Mid-Atlantic,Northeast,US,3/24/2020 00:00,,,,,,
,Albany,New York,Mid-Atlantic,Northeast,US,3/24/2020 00:00,,,,,,
,Dutchess,New York,Mid-Atlantic,Northeast,US,3/24/2020 00:00,,,,,,
,Monroe,New York,Mid-Atlantic,Northeast,US,3/24/2020 00:00,,,,,,
,Erie,New York,Mid-Atlantic,Northeast,US,3/24/2020 00:00,,,,,,
,Saratoga,New York,Mid-Atlantic,Northeast,US,3/24/2020 00:00,,,,,,
,Schenectady,New York,Mid-Atlantic,Northeast,US,3/24/2020 00:00,,,,,,
,Putnam,New York,Mid-Atlantic,Northeast,US,3/24/2020 00:00,,,,,,
,Rensselaer,New York,Mid-Atlantic,Northeast,US,3/24/2020 00:00,,,,,,
,,Pennsylvania,Mid-Atlantic,Northeast,US,3/24/2020 00:00,,,,,,
Lower Merion,Montgomery,Pennsylvania,Mid-Atlantic,Northeast,US,3/24/2020 00:00,,,,,,
Philadelphia,Philadelphia,Pennsylvania,Mid-Atlantic,Northeast,US,3/24/2020 00:00,,,,,,
,Delaware,Pennsylvania,Mid-Atlantic,Northeast,US,3/24/2020 00:00,,,,,,
,Allegheny,Pennsylvania,Mid-Atlantic,Northeast,US,3/24/2020 00:00,,,,,,
,Monroe,Pennsylvania,Mid-Atlantic,Northeast,US,3/24/2020 00:00,,,,,,
,Bucks,Pennsylvania,Mid-Atlantic,Northeast,US,3/24/2020 00:00,,,,,,
,,Delaware,South Atlantic,South,US,3/24/2020 00:00,,,,,,
Wilmington,New Castle,Delaware,South Atlantic,South,US,3/24/2020 00:00,,,,,,
,,Florida,South Atlantic,South,US,3/24/2020 00:00,,,,,,
Fort Lauderdale ,Broward,Florida,South Atlantic,South,US,3/24/2020 00:00,,,,,,
,Palm Beach,Florida,South Atlantic,South,US,3/24/2020 00:00,,,,,,
,Hillsborough,Florida,South Atlantic,South,US,3/24/2020 00:00,,,,,,
,Pinellas,Florida,South Atlantic,South,US,3/24/2020 00:00,,,,,,
,Orange,Florida,South Atlantic,South,US,3/24/2020 00:00,,,,,,
,Collier,Florida,South Atlantic,South,US,3/24/2020 00:00,,,,,,
,Alachua,Florida,South Atlantic,South,US,3/24/2020 00:00,,,,,,
,Duval,Florida,South Atlantic,South,US,3/24/2020 00:00,,,,,,
,Osceola,Florida,South Atlantic,South,US,3/24/2020 00:00,,,,,,
,,Georgia,South Atlantic,South,US,3/24/2020 00:00,,,,,,
Atlanta,Fulton,Georgia,South Atlantic,South,US,3/24/2020 00:00,,,,,,
,Bartow,Georgia,South Atlantic,South,US,3/24/2020 00:00,,,,,,
,Cobb,Georgia,South Atlantic,South,US,3/24/2020 00:00,,,,,,
,Dougherty,Georgia,South Atlantic,South,US,3/24/2020 00:00,,,,,,
,DeKalb,Georgia,South Atlantic,South,US,3/24/2020 00:00,,,,,,
,Gwinnett,Georgia,South Atlantic,South,US,3/24/2020 00:00,,,,,,
Baltimore,,Maryland,South Atlantic,South,US,3/24/2020 00:00,,,,,,
Rockville,Montgomery,Maryland,South Atlantic,South,US,3/24/2020 00:00,,,,,,
,Prince George,Maryland,South Atlantic,South,US,3/24/2020 00:00,,,,,,
,,North Carolina,South Atlantic,South,US,3/24/2020 00:00,,,,,,
Charlotte,Mecklenburg,North Carolina,South Atlantic,South,US,3/24/2020 00:00,,,,,,
,Durham,North Carolina,South Atlantic,South,US,3/24/2020 00:00,,,,,,
,Wake,North Carolina,South Atlantic,South,US,3/24/2020 00:00,,,,,,
Charleston,,South Carolina,South Atlantic,South,US,3/24/2020 00:00,,,,,,
Camden,Kershaw,South Carolina,South Atlantic,South,US,3/24/2020 00:00,,,,,,
,Richland,South Carolina,South Atlantic,South,US,3/24/2020 00:00,,,,,,
,,Virginia,South Atlantic,South,US,3/24/2020 00:00,,,,,,
Herndon,Fairfax,Virginia,South Atlantic,South,US,3/24/2020 00:00,,,,,,
,Arlington,Virginia,South Atlantic,South,US,3/24/2020 00:00,,,,,,
,James City,Virginia,South Atlantic,South,US,3/24/2020 00:00,,,,,,
,,District of Columbia,South Atlantic,South,US,3/24/2020 00:00,,,,,,
Charleston,,West Virginia,South Atlantic,South,US,3/24/2020 00:00,,,,,,
,,Alabama,East South Central,South,US,3/24/2020 00:00,,,,,,
Birmingham,Jefferson,Alabama,East South Central,South,US,3/24/2020 00:00,,,,,,
Louisville,,Kentucky,East South Central,South,US,3/24/2020 00:00,,,,,,
Jackson,,Mississippi,East South Central,South,US,3/24/2020 00:00,,,,,,
,,Tennessee,East South Central,South,US,3/24/2020 00:00,,,,,,
Nashville,Davidson County,Tennessee,East South Central,South,US,3/24/2020 00:00,,,,,,
,Out of TN,Tennessee,East South Central,South,US,3/24/2020 00:00,,,,,,
,Williamson County,Tennessee,East South Central,South,US,3/24/2020 00:00,,,,,,
,Shelby County,Tennessee,East South Central,South,US,3/24/2020 00:00,,,,,,
Little Rock,,Arkansas,West South Central,South,US,3/24/2020 00:00,,,,,,
,,Louisiana,West South Central,South,US,3/24/2020 00:00,,,,,,
New Orleans,Orleans,Louisiana,West South Central,South,US,3/24/2020 00:00,,,,,,
,Jefferson,Louisiana,West South Central,South,US,3/24/2020 00:00,,,,,,
,Catahoula,Louisiana,West South Central,South,US,3/24/2020 00:00,,,,,,
,St. James,Louisiana,West South Central,South,US,3/24/2020 00:00,,,,,,
,,Oklahoma,West South Central,South,US,3/24/2020 00:00,,,,,,
Oklahoma City,Oklahoma,Oklahoma,West South Central,South,US,3/24/2020 00:00,,,,,,
,,Texas,West South Central,South,US,3/24/2020 00:00,,,,,29.98047222,-95.33972222
,Pending County Assignment,Texas,West South Central,South,US,3/24/2020 00:00,,,,,,
Dallas,Dallas,Texas,West South Central,South,US,3/24/2020 00:00,,,,,,
Houston,Harris,Texas,West South Central,South,US,3/24/2020 00:00,,,,,,
San Antonio,Bexar,Texas,West South Central,South,US,3/24/2020 00:00,,,,,,
Austin,Travis,Texas,West South Central,South,US,3/24/2020 00:00,,,,,,
,,Arizona,Mountain,West,US,3/24/2020 00:00,,,,,,
Phoenix,Maricopa,Arizona,Mountain,West,US,3/24/2020 00:00,,,,,,
,,Colorado,Mountain,West,US,3/24/2020 00:00,,,,,,
,Denver,Colorado,Mountain,West,US,3/24/2020 00:00,,,,,,
,Eagle,Colorado,Mountain,West,US,3/24/2020 00:00,,,,,,
,Jefferson,Colorado,Mountain,West,US,3/24/2020 00:00,,,,,,
,Arapahoe,Colorado,Mountain,West,US,3/24/2020 00:00,,,,,,
,El Paso,Colorado,Mountain,West,US,3/24/2020 00:00,,,,,,
,Boulder,Colorado,Mountain,West,US,3/24/2020 00:00,,,,,,
,Douglas,Colorado,Mountain,West,US,3/24/2020 00:00,,,,,,
,Weld,Colorado,Mountain,West,US,3/24/2020 00:00,,,,,,
Boise,,Idaho,Mountain,West,US,3/24/2020 00:00,,,,,,
Hailey,Blaine,Idaho,Mountain,West,US,3/24/2020 00:00,,,,,,
Billings,,Montana,Mountain,West,US,3/24/2020 00:00,,,,,,
Las Vegas,,Nevada,Mountain,West,US,3/24/2020 00:00,,,,,,
,,New Mexico,Mountain,West,US,3/24/2020 00:00,,,,,,
Albuquerque,Bernalillo,New Mexico,Mountain,West,US,3/24/2020 00:00,,,,,,
,,Utah,Mountain,West,US,3/24/2020 00:00,,,,,,
Salt Lake City,Salt Lake,Utah,Mountain,West,US,3/24/2020 00:00,,,,,,
,Summit,Utah,Mountain,West,US,3/24/2020 00:00,,,,,,
Cheyenne,,Wyoming,Mountain,West,US,3/24/2020 00:00,,,,,,
Anchorage,,Alaska,Pacific,West,US,3/24/2020 00:00,,,,,,
Los Angeles,,California,Pacific,West,US,3/24/2020 00:00,,,,,33.94253611,-118.4080744
,,Hawaii,Pacific,West,US,3/24/2020 00:00,,,,,,
,Honolulu,Hawaii,Pacific,West,US,3/24/2020 00:00,,,,,,
,,Oregon,Pacific,West,US,3/24/2020 00:00,,,,,,
,Washington,Oregon,Pacific,West,US,3/24/2020 00:00,,,,,,
,Multnomah,Oregon,Pacific,West,US,3/24/2020 00:00,,,,,,
Hillsboro,,Oregon,Pacific,West,US,3/24/2020 00:00,,,,,,
,Marion,Oregon,Pacific,West,US,3/24/2020 00:00,,,,,,
,Lane,Oregon,Pacific,West,US,3/24/2020 00:00,,,,,,
,,Washington,Pacific,West,US,3/24/2020 00:00,,,,,47.44898194,-122.3093131
Seattle,King,Washington,Pacific,West,US,3/24/2020 00:00,,,,,,
,Snohomish,Washington,Pacific,West,US,3/24/2020 00:00,,,,,,
,Pierce,Washington,Pacific,West,US,3/24/2020 00:00,,,,,,
,Unassigned,Washington,Pacific,West,US,3/24/2020 00:00,,,,,,
,Whatcom,Washington,Pacific,West,US,3/24/2020 00:00,,,,,,
,Island,Washington,Pacific,West,US,3/24/2020 00:00,,,,,,
,Grant,Washington,Pacific,West,US,3/24/2020 00:00,,,,,,
,Clark,Washington,Pacific,West,US,3/24/2020 00:00,,,,,,
,Benton,Washington,Pacific,West,US,3/24/2020 00:00,,,,,,